threadid	postid	abspos	relpos	noresponses	noofupvotes	cosinesimwthread	cosinesimwtitle	wordcount	uniquewordcount	ttr	relpunctcount	avgwordlength	avgsentlength	relauthorcountsinthread	votes_for_this_post
102097	1	-1.697749375254331	-1.6977493752543305	-0.15730583336397147	0.0	-0.07234270056085625	0.0	0.0465930032841115	0.32555399162021353	0.2880951465674202	-0.31281766998689403	-0.23578588103562076	-0.2499741994511861	-0.8743783221178899	7
102097	2	-1.628453482386807	-1.6284534823868066	0.003146116667279436	0.0	1.029387778875761	0.0	0.636377854981726	0.7941544341038541	-0.47368976904334414	-0.4173107997985587	-0.2911120461686145	-0.04635420420256404	-0.8743783221178899	5
102097	3	-1.5591575895192835	-1.559157589519283	-0.15730583336397147	0.0	0.14280634183664268	0.0	-0.1155978309327325	-0.11838326968007755	-0.529379602223062	-0.3515396873847411	-0.42812369435488307	0.19657467043768412	-0.8743783221178899	5
102097	4	-1.4898616966517597	-1.4898616966517595	0.003146116667279436	0.0	-0.042995006374890475	0.0	-0.7053826826303471	-0.7842891616305141	-0.3297722226238497	-0.3436637561152398	-0.17583703719758337	0.16827227727571356	-0.8743783221178899	5
102097	5	-1.420565803784236	-1.4205658037842357	0.003146116667279436	0.0	-0.43444458802720576	0.0	-0.9118073807245122	-0.9569314299139606	0.3701215294372746	-0.29978521254507534	0.18977203015676217	2.1494397986136597	1.5680192256974455	6
102097	6	-1.3512699109167123	-1.351269910916712	-0.15730583336397147	0.0	-0.038478996181378615	0.0	0.06133762457655186	0.251564448070165	-0.013153620500959511	-0.37549564499614096	0.1756264412412669	1.0597976618777893	-0.8743783221178899	6
102097	7	-1.2819740180491885	-1.281974018049188	-0.15730583336397147	0.0	-1.3160462075926476	0.0	-1.0002751084791544	-0.9815946110973102	1.3720527637866815	-0.3244247023960138	0.5115841779842858	-0.2940001443698073	-0.8743783221178899	3
102097	8	-1.212678125181665	-1.2126781251816645	-0.15730583336397147	0.0	0.17004709440811644	0.0	-0.8528288955547507	-0.8336155239972132	0.7105460414942156	0.33626380176501947	-0.4003011074610514	-0.3765487910922216	1.5680192256974455	2
102097	9	-1.1433822323141412	-1.1433822323141407	-0.15730583336397147	0.0	0.502781101883181	0.0	-0.08610858834785177	0.07892217978671848	0.047475473522571796	-0.30431612442727307	-0.19225919388725862	-0.544948030405947	-0.8743783221178899	5
102097	10	-1.0740863394466176	-1.0740863394466171	-0.15730583336397147	0.0	-0.515879644863728	0.0	-0.9707858658942736	-1.0309209734640092	0.43383734720194256	-0.44709510373945643	0.18089636652351063	0.960739285810892	-0.8743783221178899	5
102097	11	-1.0047904465790938	-1.0047904465790933	-0.15730583336397147	0.0	0.6880187570804128	0.0	0.3709746717177995	0.32555399162021353	-0.8794221159091852	-0.40290527932740183	-0.35402212932532706	0.34437605695019774	-0.8743783221178899	6
102097	12	-0.9354945537115701	-0.9354945537115696	-0.15730583336397147	0.0	0.2651356685216378	0.0	-0.4104902567815398	-0.3156887191468736	0.17154056407072535	-0.17756577121020226	-0.023459624976818316	-0.42607797912567025	-0.8743783221178899	6
102097	13	-0.8661986608440464	-0.866198660844046	-0.15730583336397147	0.0	0.21554970565045073	0.0	0.07608224586899223	0.2762276292535145	0.004938871048919822	-0.25693809967441733	-0.3081526996686802	-0.5161310482773952	-0.8743783221178899	4
102097	14	-0.7969027679765226	-0.7969027679765224	-0.15730583336397147	0.0	0.620155633005961	0.0	-0.38100101419665905	-0.4390046250636211	-0.56081822957839	-0.4364680968758846	-0.37401252265542	1.2083852259781354	-0.6301385673363564	5
102097	15	-0.7276068751089989	-0.7276068751089986	-0.15730583336397147	0.0	1.2674252321585178	0.0	1.3146304344339828	1.287418057770844	-1.0316938855312077	-0.3294661407151265	-0.041946188268497914	-0.43650517660639626	-0.3858988125548229	5
102097	16	-0.6583109822414752	-0.6583109822414748	-0.15730583336397147	0.0	-0.19168337338727948	0.0	-0.5874257122908242	-0.46366780624697057	0.6517454439571079	0.26329117099839955	0.14576353130855388	-0.8966052654434324	-0.8743783221178899	1
102097	17	-0.5890150893739515	-0.5890150893739512	-0.15730583336397147	0.0	0.801004062737104	0.0	0.916525659538093	0.892807158837252	-0.9591005552384813	-0.4097337881294101	-0.19489484866461418	0.2838403826870939	-0.3858988125548229	5
102097	18	-0.5197191965064278	-0.5197191965064275	-0.15730583336397147	0.0	0.7706766970908828	0.0	0.6216332336892857	0.1282485421534175	-1.9975941549331546	-0.48586526228409216	-0.19408479581302232	0.15026166344536845	-0.3858988125548229	4
102097	19	-0.4504233036389041	-0.4504233036389037	-0.15730583336397147	0.0	0.9983469842367377	0.0	1.1671842215095791	1.0407862459373491	-1.1947247166914077	-0.3465618260628918	0.11306447909172883	-0.43708446535532547	0.10258069700824432	4
102097	20	-0.3811274107713804	-0.3811274107713801	-0.15730583336397147	0.0	0.9506335560060131	0.0	2.1845630906879645	2.125966218004727	-1.1672794927553634	-0.4647228402430117	0.10915738364909969	0.6635641576102	-0.6301385673363564	3
102097	21	-0.3118315179038567	-0.3118315179038564	-0.15730583336397147	0.0	0.6836648466943629	0.0	0.7248455827363682	0.7694912529205046	-0.7653884201754756	-0.3617457758345683	-0.11478534729900718	0.07821920812398865	-0.6301385673363564	4
102097	22	-0.24253562503633297	-0.2425356250363326	-0.15730583336397147	0.0	0.4364961003021137	0.0	-0.14508707351761324	-0.06905690731337853	-0.2171967196468218	-0.38941018324946897	-0.1568472893429353	0.5645057815433028	-0.8743783221178899	3
102097	23	-0.17323973216880928	-0.17323973216880903	-0.15730583336397147	0.0	0.7450753478701905	0.0	1.285141191849102	1.583376231971038	-0.4465994073643809	-0.40709609157199717	-0.09122341168687773	1.2975377644383428	-0.6301385673363564	4
102097	24	-0.10394383930128556	-0.10394383930128526	-0.15730583336397147	0.0	0.26940882034601243	0.0	-0.18932093739493433	-0.11838326968007755	-0.19511833436468964	-0.4025237952030976	-0.19611529964526137	0.4654474054764055	-0.6301385673363564	3
102097	25	-0.03464794643376185	-0.0346479464337615	-0.15730583336397147	0.0	0.30476976124465266	0.0	0.9902487660002948	0.9421335212039511	-1.0217829398385478	-0.4518289522514111	-0.10816061302948264	0.6185376230343378	-0.8743783221178899	3
102097	26	0.03464794643376185	0.03464794643376227	-0.15730583336397147	0.0	0.5411699699729661	0.0	0.0908268671614326	0.1282485421534175	-0.5209381710754056	-0.288369634945758	-0.07961692101380644	-0.0738704197767019	-0.8743783221178899	3
102097	27	0.10394383930128556	0.10394383930128603	-0.15730583336397147	0.0	1.1400005071766484	0.0	1.3146304344339828	0.9914598835706501	-1.5543658636388347	-0.44912126458114915	-0.23913619671307712	3.833432191750914	-0.6301385673363564	4
102097	28	0.17323973216880928	0.17323973216880942	-0.15730583336397147	0.0	0.0747661365814477	0.0	-0.5579364697059435	-0.5129941686136696	0.16047593550191472	-0.24957935548203444	-0.09313974815314822	0.6635641576102	0.3468204517897777	2
102097	29	0.24253562503633297	0.24253562503633316	-0.15730583336397147	0.0	1.2090650253422226	0.0	2.258286197150166	1.8793344061712323	-1.5949951741900203	-0.3235728890464935	-0.377840691859485	1.1588560379446866	-0.6301385673363564	4
102097	30	0.3118315179038567	0.31183151790385694	-0.15730583336397147	0.0	0.28599001731968393	0.0	-0.1598316948100536	-0.09372008849672804	-0.24083441303876774	0.08719920755674822	-0.11327204698419069	-0.6440064064728442	1.5680192256974455	1
102097	31	0.3811274107713804	0.3811274107713807	0.003146116667279436	0.0	-0.1825747741592601	0.0	-0.7938504103849893	-0.8336155239972132	0.09697458893308893	-0.06701729877640207	0.45218295496595506	-0.12890285092497836	-0.6301385673363564	3
102097	32	0.4504233036389041	0.4504233036389045	-0.15730583336397147	0.0	0.9856406372188348	0.0	1.9191599074240377	1.7066921378877857	-1.370483801775608	-0.361062552522192	-0.205320418509078	0.6437524823968207	-0.6301385673363564	4
102097	33	0.5197191965064278	0.5197191965064283	-0.15730583336397147	0.0	0.008959656562819883	0.0	0.592143991104405	0.646175347003757	-0.7006682993963769	-0.10932861531890187	-0.23136235984170472	0.3465773541961288	-0.6301385673363564	3
